업소 명,자치구 명,업태 명,지도 Y좌표,지도 X좌표,도로명주소
엔에스웰라이프(주),구로구,한식,37.48395314,126.8941029,서울특별시 구로구 디지털로
죽림,구로구,중국식,37.48395314,126.8941029,서울특별시 구로구 디지털로
잘차린 밥상,구로구,한식,37.48374271,126.8925565,서울특별시 구로구 디지털로27길
훼미리푸드시스템,구로구,한식,37.48351246,126.8930046,서울특별시 구로구 디지털로27길
에코밀푸드서비스,구로구,한식,37.48510756,126.8953631,서울특별시 구로구 디지털로31길
주)푸드에코,구로구,한식,37.48515381,126.8988094,서울특별시 구로구 디지털로34길
우림한식뷔페,구로구,뷔페식,37.48655348,126.8961616,서울특별시 구로구 디지털로33길
연,구로구,한식,37.48547406,126.898221,서울특별시 구로구 디지털로34길
고대감,구로구,한식,37.4859238,126.8973384,서울특별시 구로구 디지털로
해정캐더링,구로구,한식,37.48698161,126.8953153,서울특별시 구로구 디지털로33길
김해뒷고기,구로구,한식,37.49241964,126.8908298,서울특별시 구로구 구로중앙로
와사비,구로구,일식,37.4836051,126.900019,서울특별시 구로구 디지털로32나길
조마루뼈다귀,구로구,한식,37.48334969,126.9005846,서울특별시 구로구 디지털로32길
밀향기 칼국수,구로구,한식,37.50115888,126.882774,서울특별시 구로구 구로중앙로
본가이조갈비,구로구,한식,37.50230151,126.8829261,서울특별시 구로구 새말로
초원가든,구로구,한식,37.50364669,126.8875428,서울특별시 구로구 공원로
인창해물칼국수,구로구,한식,37.4948738,126.8831141,서울특별시 구로구 구로동로38길
청목원,구로구,한식,37.49723865,126.8635149,서울특별시 구로구 경인로
실크로드,구로구,중국식,37.49699814,126.8643477,서울특별시 구로구 경인로
박혜자 낙지마당,구로구,일식,37.50637275,126.8586712,서울특별시 구로구 고척로
엘리시안한식당,구로구,한식,37.49797273,126.8535348,서울특별시 구로구 경인로
다누리,구로구,한식,37.48620239,126.8568097,서울특별시 구로구 개봉로
신마포갈비,구로구,한식,37.49599437,126.8566734,서울특별시 구로구 개봉로23길
화평동왕냉면 황제갈비,구로구,한식,37.49626402,126.8591336,서울특별시 구로구 경인로40길
시옌(禧宴),광진구,중국식,37.54340184,127.0717177,서울특별시 광진구 능동로
다락,광진구,일식,37.54544115,127.0782648,서울특별시 광진구 광나루로
예담밥상,광진구,한식,37.54251902,127.0652219,서울특별시 광진구 동일로22길
마미스노부,광진구,일식,37.54065938,127.0714119,서울특별시 광진구 능동로
애슐리 건대,광진구,경양식,37.54065938,127.0714119,서울특별시 광진구 능동로
가츠라(건대점),광진구,분식,37.54065938,127.0714119,서울특별시 광진구 능동로
스타시티아트홀,광진구,한식,37.54065938,127.0714119,서울특별시 광진구 능동로
(주)무스쿠스 건대점,광진구,일식,37.54065938,127.0714119,서울특별시 광진구 능동로
신촌설렁탕본점,광진구,한식,37.54706965,127.0734368,서울특별시 광진구 능동로19길
치바우뼈다귀,광진구,한식,37.55696323,127.0883177,서울특별시 광진구 용마산로
아름다운식탁,광진구,한식,37.55912729,127.0755266,서울특별시 광진구 천호대로
(주)장군갈비,광진구,한식,37.55476131,127.0881522,서울특별시 광진구 용마산로
소만,광진구,한식,37.53035175,127.0655235,서울특별시 광진구 강변북로
꽃반,광진구,한식,37.53109126,127.0867984,서울특별시 광진구 자양로
(주)브레댄코 비알씨디 스타시티점,광진구,경양식,37.53899806,127.0712157,서울특별시 광진구 능동로
벨피아또,광진구,경양식,37.53899806,127.0712157,서울특별시 광진구 능동로
부림정1,광진구,한식,37.53644403,127.0627274,서울특별시 광진구 뚝섬로
등촌칼국수,광진구,분식,37.53416555,127.0762526,서울특별시 광진구 자양번영로
태원전복,광진구,일식,37.5540548,127.0781063,서울특별시 광진구 능동로
홍천화로숯불구이,광진구,한식,37.5559602,127.0797561,서울특별시 광진구 천호대로110길
자연애덕,광진구,한식,37.55594568,127.07991,서울특별시 광진구 능동로36길
태평양,광진구,일식,37.55700998,127.0782361,서울특별시 광진구 군자로
샹그라,광진구,중국식,37.55132428,127.0761026,서울특별시 광진구 능동로
하이난,광진구,중국식,37.55207009,127.0764338,서울특별시 광진구 능동로
장수마을정육식당,광진구,한식,37.55193986,127.0714588,서울특별시 광진구 군자로
대공원왕갈비,광진구,한식,37.55132587,127.0892707,서울특별시 광진구 천호대로
뽐닭,광진구,한식,37.53924312,127.0920851,서울특별시 광진구 아차산로
행복한우,광진구,한식,37.53370034,127.0918565,서울특별시 광진구 구의강변로
채전마루,광진구,한식,37.53998832,127.0834956,서울특별시 광진구 자양로
주식회사 평창갈비,광진구,한식,37.53910897,127.0930987,서울특별시 광진구 아차산로
아구본가첨벙광장점,광진구,한식,37.53910897,127.0930987,서울특별시 광진구 아차산로
꾼타닥,광진구,호프(소주방),37.53836931,127.0941614,서울특별시 광진구 구의강변로
놀부부대찌개(구의점),광진구,한식,37.53962752,127.0936425,서울특별시 광진구 아차산로
백년보감 광장직영점,광진구,한식,37.54042014,127.0939739,서울특별시 광진구 아차산로
Clock16,광진구,한식,37.55863008,127.1117068,서울특별시 광진구 워커힐로
아리아,관악구,호프(소주방),37.47368608,126.9177946,서울특별시 관악구 난곡로
가든궁,광진구,한식,37.54752289,127.1074988,서울특별시 광진구 아차산로76가길
장순루,광진구,중국식,37.54783978,127.1077799,서울특별시 광진구 아차산로76길
(주)신세계푸드 서울대학교 교수식당 소담마루,관악구,한식,37.46803851,126.959296,서울특별시 관악구 관악로
희전샤브샤브,관악구,한식,37.48401983,126.9305461,서울특별시 관악구 남부순환로180길
장수왕갈비,관악구,한식,37.47130866,126.9196014,서울특별시 관악구 난곡로
복돼지삼겹살,관악구,한식,37.47429783,126.9334763,서울특별시 관악구 신림로29길
해신(대게축제),관악구,한식,37.48279938,126.9019105,서울특별시 관악구 시흥대로
풍무 양꼬치,관악구,한식,37.48388855,126.9028181,서울특별시 관악구 시흥대로
새마을식당신림역점2,관악구,기타(일반음식점),37.48350714,126.9290089,서울특별시 관악구 남부순환로
워터플라워,관악구,한식,37.48231061,126.9290236,서울특별시 관악구 신원로
심가면옥,관악구,한식,37.4707059,126.9358309,서울특별시 관악구 신림로
고깃집,관악구,한식,37.48717501,126.9272958,서울특별시 관악구 신림동길
개미집,관악구,일식,37.48589662,126.9290157,서울특별시 관악구 신림로67길
옛날농장,관악구,한식,37.48807414,126.9301534,서울특별시 관악구 봉천로
취향루,관악구,중국식,37.48580708,126.9299475,서울특별시 관악구 신림로
청해수산 한우세상,관악구,한식,37.48436741,126.9333046,서울특별시 관악구 남부순환로
더덕순대,관악구,한식,37.48449375,126.9336618,서울특별시 관악구 남부순환로
원할머니보쌈(녹두거리점),관악구,한식,37.47167845,126.9348397,서울특별시 관악구 신림로
금비,관악구,한식,37.47328188,126.9341736,서울특별시 관악구 신림로
(주)롯데리아T.G.I.F신림점,관악구,경양식,37.48550794,126.9299477,서울특별시 관악구 신림로
양평해장국,관악구,한식,37.48984924,126.9273656,서울특별시 관악구 봉천로
바다공원,관악구,일식,37.48517174,126.9344391,서울특별시 관악구 남부순환로
정담은 보쌈,관악구,한식,37.48521906,126.9352893,서울특별시 관악구 남부순환로
구수옥설렁탕,관악구,한식,37.48341155,126.9385019,서울특별시 관악구 남부순환로
좋구먼,관악구,한식,37.48274911,126.9398502,서울특별시 관악구 남부순환로
세미정식,관악구,한식,37.47923659,126.950693,서울특별시 관악구 관악로13길
풍년오리,관악구,한식,37.4801453,126.9518908,서울특별시 관악구 관악로15길
더풍족,관악구,한식,37.48040126,126.9520625,서울특별시 관악구 관악로15길
용궁,관악구,한식,37.48270143,126.9540826,서울특별시 관악구 관악로
태능숯불갈비,관악구,한식,37.47548069,126.9588172,서울특별시 관악구 낙성대로
스타피쉬 관악점,관악구,한식,37.49049648,126.9249813,서울특별시 관악구 봉천로
동진부페,관악구,뷔페식,37.48437754,126.9546786,서울특별시 관악구 관악로
광시생고기,관악구,한식,37.48664958,126.9587703,서울특별시 관악구 관악로30길
원조나주곰탕봉천점,관악구,한식,37.49052581,126.9257728,서울특별시 관악구 봉천로
설악흑돼지마을,관악구,한식,37.47574937,126.9805956,서울특별시 관악구 남현1길
고베그릴,관악구,한식,37.47605578,126.9810115,서울특별시 관악구 남부순환로
황토방,관악구,한식,37.47808774,126.9527423,서울특별시 관악구 관악로12길
한국피자헛화곡본점,강서구,한식,37.54864069,126.8472299,서울특별시 강서구 화곡로
하늘정원 더 파티,강서구,경양식,37.55018512,126.8487251,서울특별시 강서구 화곡로
한우한마리,강서구,한식,37.52827459,126.8445382,서울특별시 강서구 강서로5나길
줄줄이한식부페,강서구,뷔페식,37.53036479,126.8472084,서울특별시 강서구 강서로
고기굼터,강서구,한식,37.53032244,126.8479008,서울특별시 강서구 강서로
대박감자탕,강서구,한식,37.53230315,126.8613286,서울특별시 강서구 곰달래로
우리정육식당,강서구,한식,37.53187407,126.8611574,서울특별시 강서구 곰달래로
라마띠나,강서구,경양식,37.5413957,126.8410394,서울특별시 강서구 강서로
엉터리생고기,강서구,한식,37.54748589,126.835373,서울특별시 강서구 강서로45가길
초가집,강서구,한식,37.52879485,126.8455191,서울특별시 강서구 강서로5나길
리더스나인,강서구,한식,37.55711655,126.8643474,서울특별시 강서구 양천로
궁중전골,강서구,한식,37.56991484,126.8032849,서울특별시 강서구 하늘길
엉터리생고기,강서구,한식,37.57258243,126.8125466,서울특별시 강서구 양천로18길
놀부보쌈,강서구,한식,37.57383982,126.8122944,서울특별시 강서구 양천로
우촌,강서구,한식,37.55880305,126.8410975,서울특별시 강서구 강서로54길
금문,강서구,중국식,37.55913482,126.8412507,서울특별시 강서구 강서로56길
북해도,강서구,일식,37.55809895,126.845531,서울특별시 강서구 공항대로
주식회사 맛있는 자연세계 어울림,강서구,일식,37.55805283,126.8460925,서울특별시 강서구 공항대로
가마솥손두부,강서구,한식,37.55713949,126.8533874,서울특별시 강서구 화곡로
봉화용두식당,강서구,한식,37.55214537,126.8632383,서울특별시 강서구 공항대로
홍천화로구이,강서구,한식,37.55168555,126.8645293,서울특별시 강서구 공항대로59가길
강서복집,강서구,복어취급,37.55203817,126.8640352,서울특별시 강서구 공항대로59길
정일품삼계탕,강서구,한식,37.55203817,126.8640352,서울특별시 강서구 공항대로59길
전원도시,강서구,한식,37.5547205,126.8363801,서울특별시 강서구 강서로
등마루오리한마당,강서구,한식,37.55811695,126.8374637,서울특별시 강서구 공항대로36길
살구나무,강서구,한식,37.53293394,126.8440669,서울특별시 강서구 강서로17나길
다도해,강서구,일식,37.56207456,126.8088786,서울특별시 강서구 방화동로
김포공항 포베이,강서구,한식,37.55878586,126.8033549,서울특별시 강서구 하늘길
웅천냉면&amp;부대찌개,강서구,한식,37.55886545,126.8446557,서울특별시 강서구 강서로56길
제이에스(JS)운덤,강서구,한식,37.5591092,126.8609394,서울특별시 강서구 양천로
애슐리,강서구,경양식,37.56426387,126.8499598,서울특별시 강서구 양천로
왕가,강북구,한식,37.66342771,127.0120228,서울특별시 강북구 삼양로
송원,강북구,한식,37.66260595,127.0125984,서울특별시 강북구 삼양로
쌈향,강북구,일식,37.62897896,127.0393325,서울특별시 강북구 오현로
한국왕족발보쌈,강동구,한식,37.53726304,127.1379972,서울특별시 강동구 양재대로111길
착한낙지,강북구,한식,37.6456572,127.0057562,서울특별시 강북구 4.19로
토종집,강북구,한식,37.62715062,127.0107301,서울특별시 강북구 인수봉로19나길
꼼장어 브라더스,강북구,한식,37.63413476,127.0135996,서울특별시 강북구 인수봉로
신토불이 오리전문점,강북구,한식,37.63575969,127.0170804,서울특별시 강북구 삼양로
놀부식당,강동구,한식,37.53726702,127.1376804,서울특별시 강동구 천호대로175길
수작,강북구,한식,37.64787999,127.0151885,서울특별시 강북구 한천로
호남 해물탕,강북구,한식,37.63885768,127.0249486,서울특별시 강북구 한천로139길
화포식당,강북구,한식,37.63894764,127.0255695,서울특별시 강북구 한천로139길
노적가리,강북구,한식,37.64062306,127.0274101,서울특별시 강북구 한천로140길
홍굴이해물짬뽕,강북구,중국식,37.61966046,127.0196638,서울특별시 강북구 솔샘로
만호집,강동구,한식,37.53675988,127.13987,서울특별시 강동구 양재대로
굴마을,강북구,한식,37.63716352,127.0263484,서울특별시 강북구 오패산로77길
춘향골남원추어탕,강동구,한식,37.5373017,127.1388345,서울특별시 강동구 양재대로111길
화로구이,강북구,한식,37.63539172,127.0350714,서울특별시 강북구 한천로
길조,강동구,한식,37.5342278,127.1416121,서울특별시 강동구 천호대로
놀부부대찌개 철판구이,강동구,한식,37.56572422,127.1731925,서울특별시 강동구 아리수로93길
향촌숯불구이전문점,강북구,한식,37.6241359,127.0373317,서울특별시 강북구 오현로
다래원,강남구,중국식,37.52473513,127.0459431,서울특별시 강남구 압구정로80길
야마모도스시,강남구,일식,37.52493412,127.043916,서울특별시 강남구 도산대로67길
뭉퉁이,강남구,경양식,37.52598018,127.0414368,서울특별시 강남구 선릉로158길
포몬스수유점,강북구,한식,37.63571168,127.0237784,서울특별시 강북구 도봉로
우성식당,강북구,한식,37.63540519,127.0245169,서울특별시 강북구 도봉로82길
청숫골보리밥쌈밥,강남구,한식,37.51934176,127.0503017,서울특별시 강남구 삼성로
삼보,강북구,한식,37.62513203,127.0324793,서울특별시 강북구 오패산로52길
윤가네,강북구,분식,37.63146244,127.0247196,서울특별시 강북구 덕릉로28길
금강산감자탕,강북구,한식,37.61965749,127.0154184,서울특별시 강북구 삼양로19길
자연한우,강동구,한식,37.54327782,127.1253349,서울특별시 강동구 올림픽로
오감부대찌개 앤드 철판볶음,강동구,한식,37.53810855,127.1263944,서울특별시 강동구 천호대로
종로상회,강동구,한식,37.53836129,127.1259649,서울특별시 강동구 천호대로155길
명인등심(청담유통),강남구,한식,37.52059573,127.0296829,서울특별시 강남구 도산대로
천호한방삼계탕,강동구,한식,37.53923367,127.1291119,서울특별시 강동구 진황도로
청진생등심,강동구,한식,37.5427796,127.1261488,서울특별시 강동구 올림픽로78길
이집밥상,강남구,한식,37.52349045,127.0491596,서울특별시 강남구 도산대로90길
우담소,강동구,한식,37.54134972,127.1252955,서울특별시 강동구 구천면로21길
양마니,강남구,경양식,37.52194408,127.0403215,서울특별시 강남구 도산대로56길
무등산,강남구,한식,37.52196223,127.0399414,서울특별시 강남구 선릉로146길
늘보리,강남구,한식,37.49988008,127.0409158,서울특별시 강남구 테헤란로34길
임오우렁쌈밥,강동구,한식,37.55455387,127.1294506,서울특별시 강동구 올림픽로
교토,강남구,일식,37.49011934,127.0326515,서울특별시 강남구 도곡로
전주콩나물국밥,강동구,한식,37.54722326,127.1262106,서울특별시 강동구 올림픽로
암사민물장어,강동구,한식,37.55499406,127.1289897,서울특별시 강동구 고덕로
한방삼계탕,강남구,한식,37.49368437,127.0302195,서울특별시 강남구 강남대로
임오우렁쌈밥,강동구,한식,37.55455387,127.1294506,서울특별시 강동구 올림픽로
남가네설악추어탕암사점,강동구,한식,37.55446254,127.1305731,서울특별시 강동구 고덕로
워터플라워,강동구,한식,37.53805005,127.1237874,서울특별시 강동구 천호대로
낙지전문점무교동홍낙,강동구,한식,37.52462817,127.1277111,서울특별시 강동구 강동대로
아라섬,강남구,한식,37.49415246,127.0318843,서울특별시 강남구 역삼로3길
낭띠구스또,강동구,한식,37.52859842,127.1221879,서울특별시 강동구 성내로6길
남도랑,강남구,한식,37.49414157,127.0321602,서울특별시 강남구 역삼로5길
샘밭막국수,강동구,한식,37.52239898,127.1327164,서울특별시 강동구 강동대로
가시리,강남구,한식,37.49621705,127.0337442,서울특별시 강남구 논현로79길
긴자,강동구,한식,37.52320439,127.1311793,서울특별시 강동구 강동대로
진부령 황태,강동구,한식,37.52455748,127.1329781,서울특별시 강동구 양재대로85길
야쉬웬,강남구,중국식,37.49627465,127.0339569,서울특별시 강남구 논현로79길
씸플리비,강동구,경양식,37.53656628,127.12617,서울특별시 강동구 천호대로158길
금모래,강남구,한식,37.49621764,127.0316183,서울특별시 강남구 테헤란로6길
참한우,강동구,한식,37.53618848,127.1255901,서울특별시 강동구 천호옛길
포로이천호,강동구,분식,37.53404254,127.1367286,서울특별시 강동구 천호대로
곰씨네,강남구,한식,37.49570931,127.032197,서울특별시 강남구 강남대로78길
(주)오형제손짜장마을,강동구,중국식,37.53482718,127.1344898,서울특별시 강동구 천호대로
나주가,강남구,한식,37.49558745,127.0296323,서울특별시 강남구 테헤란로2길
(주)강동진진바라,강동구,한식,37.53524731,127.1326622,서울특별시 강동구 천호대로
소뚜레,강동구,한식,37.54671236,127.1712972,서울특별시 강동구 천호대로
남도애꽃,강남구,일식,37.49827153,127.0330847,서울특별시 강남구 테헤란로14길
채선당 명일점,강동구,한식,37.54900452,127.1556633,서울특별시 강동구 구천면로
평안도찹쌀순대전문점,강남구,한식,37.49942983,127.0276118,서울특별시 강남구 테헤란로1길
송가네,강동구,한식,37.5541908,127.1555519,서울특별시 강동구 동남로75길
놀부보쌈과돌솥밥(고덕점),강동구,한식,37.55392895,127.1546097,서울특별시 강동구 동남로75길
씨제이푸드빌(주)빕스(고덕역점),강동구,경양식,37.55461797,127.1541041,서울특별시 강동구 고덕로
월남쌈 야채향 샤브샤브,강동구,한식,37.54538003,127.1433849,서울특별시 강동구 양재대로
유천칡냉면(명일점),강동구,한식,37.55129845,127.1428395,서울특별시 강동구 양재대로141길
등촌동샤브샤브칼국수,강동구,분식,37.55424139,127.1440854,서울특별시 강동구 양재대로
황도낙지아구마당,강동구,한식,37.53674747,127.1499851,서울특별시 강동구 천호대로
청정옥,강동구,한식,37.53145322,127.1381494,서울특별시 강동구 양재대로
토속한방삼계탕,강동구,한식,37.53340169,127.1392482,서울특별시 강동구 천호대로
동구밖오리구이,강동구,한식,37.52653175,127.145806,서울특별시 강동구 풍성로
산수고원,강동구,한식,37.52692176,127.1480784,서울특별시 강동구 동남로
앵거스소고기전문점,강동구,한식,37.52844263,127.1392073,서울특별시 강동구 풍성로65길
동구밖장작구이,강동구,한식,37.52635615,127.1450002,서울특별시 강동구 진황도로
새마을식당(강동성심점),강동구,한식,37.53584804,127.1368224,서울특별시 강동구 진황도로
한결가튼 닭갈비,강동구,한식,37.53696755,127.1379695,서울특별시 강동구 천호대로177길
내고향횡성한우,강동구,한식,37.53554677,127.1386548,서울특별시 강동구 양재대로
맵꼬만명태,강동구,한식,37.53894808,127.1362986,서울특별시 강동구 성안로
밥먹자돈먹자,강동구,한식,37.53703734,127.1304658,서울특별시 강동구 천호대로
참치명가,강남구,일식,37.4994943,127.0292629,서울특별시 강남구 테헤란로5길
원할머니보쌈(굽은다리점),강동구,한식,37.54488662,127.1431079,서울특별시 강동구 양재대로
태능갈비,강남구,한식,37.50016862,127.0277658,서울특별시 강남구 테헤란로1길
미엘,강남구,경양식,37.52525859,127.0436266,서울특별시 강남구 도산대로67길
시오리 청담1호점,강남구,경양식,37.52525924,127.0418392,서울특별시 강남구 도산대로57길
어가,강남구,일식,37.49247404,127.0402197,서울특별시 강남구 도곡로
고센,강남구,한식,37.52520893,127.0414319,서울특별시 강남구 선릉로158길
돈존,광진구,한식,37.5404982,127.0697461,서울특별시 광진구 아차산로
시루향기,강남구,한식,37.49497268,127.037014,서울특별시 강남구 역삼로
삼도,강남구,일식,37.49441442,127.0462231,서울특별시 강남구 언주로
참치명가 청담점,강남구,일식,37.5245808,127.0530248,서울특별시 강남구 도산대로
청담설렁탕,강남구,탕류,37.52439391,127.0518572,서울특별시 강남구 도산대로
생태명가,강남구,한식,37.49588758,127.0386338,서울특별시 강남구 역삼로
월화당,강남구,분식,37.49583358,127.038471,서울특별시 강남구 역삼로
첸,강남구,중국식,37.49693648,127.0382589,서울특별시 강남구 논현로77길
토담골,강남구,한식,37.52326019,127.0482047,서울특별시 강남구 삼성로
청담일식오수사,강남구,일식,37.51876234,127.0483149,서울특별시 강남구 학동로
맑은바다어촌,강남구,일식,37.49803321,127.0346633,서울특별시 강남구 논현로85길
샤브로,강남구,일식,37.51921993,127.0486003,서울특별시 강남구 삼성로133길
미미스시,강남구,일식,37.49887606,127.0363148,서울특별시 강남구 역삼로17길
지리산,강남구,한식,37.51864059,127.0463602,서울특별시 강남구 학동로67길
상리,강남구,한식,37.49865959,127.0370294,서울특별시 강남구 논현로85길
(주)일본요리점청산,강남구,일식,37.52296748,127.0407157,서울특별시 강남구 도산대로
역삼민들레,강남구,한식,37.49874614,127.0368621,서울특별시 강남구 논현로85길
푸른바다,강남구,한식,37.49802866,127.0377574,서울특별시 강남구 논현로81길
옛날집 도산사거리점,강남구,중국식,37.52294488,127.0321906,서울특별시 강남구 언주로153길
육즙이 흐르는 각고기(스타 타워점),강남구,한식,37.49871042,127.0358397,서울특별시 강남구 논현로85길
두메골,강남구,한식,37.52037343,127.0562389,서울특별시 강남구 영동대로
진상 청담점,강남구,한식,37.52399829,127.0405443,서울특별시 강남구 선릉로152길
코리아하우스,강남구,한식,37.52533459,127.0517809,서울특별시 강남구 압구정로79길
(주)이티앤제우스불고기브라더스강남점,강남구,한식,37.49214526,127.0309516,서울특별시 강남구 강남대로
한방 정통삼계탕,강남구,한식,37.498533,127.0384633,서울특별시 강남구 논현로
오발탄II,강남구,한식,37.49533454,127.0320159,서울특별시 강남구 역삼로5길
강남목장,강남구,한식,37.50035962,127.0403053,서울특별시 강남구 논현로86길
지세포세꼬시,강남구,일식,37.49444801,127.031812,서울특별시 강남구 역삼로3길
바다풍경,강남구,경양식,37.49242638,127.0309201,서울특별시 강남구 강남대로
명가원,강남구,한식,37.50100751,127.0426987,서울특별시 강남구 언주로85길
가시리2관,강남구,한식,37.50063735,127.0396631,서울특별시 강남구 언주로87길
솔마루,강남구,분식,37.50232245,127.0441289,서울특별시 강남구 언주로90길
백억하누 선릉점,강남구,한식,37.50396633,127.0429085,서울특별시 강남구 언주로
오륜정,강남구,한식,37.50498842,127.0467453,서울특별시 강남구 선릉로93길
판문점부대찌개,강남구,한식,37.50547861,127.046637,서울특별시 강남구 테헤란로53길
진수사,강남구,일식,37.5027852,127.0401121,서울특별시 강남구 테헤란로37길
호호원,강남구,중국식,37.50305929,127.0395558,서울특별시 강남구 언주로93길
어촌과 바다,강남구,한식,37.49712978,127.0303838,서울특별시 강남구 강남대로84길
참숯화로 통구이,강남구,일식,37.49836191,127.032067,서울특별시 강남구 테헤란로8길
조수사,강남구,일식,37.49899601,127.0328498,서울특별시 강남구 테헤란로14길
제주바당,강남구,한식,37.50347375,127.0395742,서울특별시 강남구 언주로93길
원희,강남구,한식,37.50378795,127.0375703,서울특별시 강남구 테헤란로27길
종로빈대떡두부마을,강남구,한식,37.50289034,127.0382303,서울특별시 강남구 논현로94길
해우리,강남구,한식,37.49777436,127.0324241,서울특별시 강남구 논현로85길
금문도,강남구,중국식,37.49888161,127.0292807,서울특별시 강남구 테헤란로
경성,강남구,한식,37.50324013,127.0375836,서울특별시 강남구 테헤란로27길
백운,강남구,중국식,37.4994943,127.0292629,서울특별시 강남구 테헤란로5길
인디아게이트강남역점,강남구,경양식,37.49896116,127.0282268,서울특별시 강남구 테헤란로1길
콩뿌리 콩나물국밥 삼겹살,강남구,한식,37.50244028,127.0368322,서울특별시 강남구 논현로94길
쉐진,강남구,한식,37.500738,127.0279786,서울특별시 강남구 강남대로98길
사랑방,강남구,한식,37.50239708,127.0366694,서울특별시 강남구 논현로94길
타누키돈부리,강남구,한식,37.50171147,127.0263414,서울특별시 강남구 강남대로
놀부키친 보쌈 앤 담다 앤 공수간 강남점,강남구,한식,37.50206112,127.0260566,서울특별시 강남구 강남대로
옛골토성역삼점,강남구,한식,37.50412007,127.0358061,서울특별시 강남구 논현로
새마을식당,강남구,한식,37.50315311,127.0261655,서울특별시 강남구 봉은사로2길
수원본갈비일구구삼 주식회사,강남구,한식,37.49381328,127.0442958,서울특별시 강남구 도곡로
새마을식당,강남구,한식,37.50743954,127.0352467,서울특별시 강남구 봉은사로
역삼생고기,강남구,한식,37.49670223,127.038209,서울특별시 강남구 논현로75길
참치전문점 사베리,강남구,한식,37.4981737,127.0349122,서울특별시 강남구 테헤란로20길
한촌,강남구,한식,37.49878602,127.0361067,서울특별시 강남구 논현로85길
산야로,강남구,분식,37.50161196,127.0348143,서울특별시 강남구 테헤란로25길
룽청,강남구,중국식,37.50065407,127.0320815,서울특별시 강남구 강남대로94길
별이빛나는밤에,강남구,한식,37.50162841,127.0270833,서울특별시 강남구 강남대로100길
우도,강남구,일식,37.4986021,127.036473,서울특별시 강남구 역삼로17길
양대제 역삼점,강남구,한식,37.49879355,127.0350346,서울특별시 강남구 테헤란로22길
미향,강남구,한식,37.49994149,127.0404951,서울특별시 강남구 테헤란로34길
루안,강남구,중국식,37.49900155,127.038355,서울특별시 강남구 논현로
착한고기역삼점,강남구,한식,37.50035865,127.0430557,서울특별시 강남구 언주로81길
크레이지후크,강남구,경양식,37.4998227,127.0274581,서울특별시 강남구 강남대로96길
초등집,강남구,한식,37.50303048,127.049101,서울특별시 강남구 선릉로85길
압구정부대찌개,강남구,경양식,37.52698312,127.0384055,서울특별시 강남구 언주로172길
기가회집,강남구,일식,37.52746354,127.0349213,서울특별시 강남구 압구정로42길
(주)탐라수산,강남구,경양식,37.52269242,127.0328738,서울특별시 강남구 언주로
복이오복국 압구정점,강남구,일식,37.52354659,127.0327972,서울특별시 강남구 언주로
진진바라칼국수와보쌈,강남구,한식,37.50317151,127.0479385,서울특별시 강남구 테헤란로52길
하우스 본 오스티엄,강남구,한식,37.52693864,127.030242,서울특별시 강남구 압구정로32길
에비슈라,강남구,경양식,37.52709033,127.0289524,서울특별시 강남구 논현로
천용,강남구,중국식,37.50232245,127.0441289,서울특별시 강남구 언주로90길
황고집화로참숯불구이,강남구,한식,37.50472247,127.044818,서울특별시 강남구 언주로98길
경주천년한우,강남구,한식,37.50396633,127.0429085,서울특별시 강남구 언주로
상락원,강남구,한식,37.50551572,127.0438458,서울특별시 강남구 봉은사로44길
평안도찹쌀순대,강남구,한식,37.52729902,127.03031,서울특별시 강남구 논현로176길
(주)리빙인그레이스,강남구,경양식,37.50604753,127.0479132,서울특별시 강남구 선릉로
역삼버드나무집,강남구,한식,37.50530016,127.0419592,서울특별시 강남구 언주로
압구정부페웨딩홀,강남구,뷔페식,37.52403779,127.0287295,서울특별시 강남구 논현로
한촌설렁탕,강남구,경양식,37.50283249,127.0387822,서울특별시 강남구 논현로94길
희래등,강남구,중국식,37.50196049,127.0382524,서울특별시 강남구 테헤란로27길
에도스시,강남구,일식,37.50261241,127.0395013,서울특별시 강남구 테헤란로33길
오미가,강남구,한식,37.52283065,127.0278964,서울특별시 강남구 논현로
보름달,강남구,한식,37.50370408,127.0405152,서울특별시 강남구 테헤란로37길
고당기와집순두부,강남구,한식,37.50610978,127.0348118,서울특별시 강남구 논현로
유끼노스시,강남구,일식,37.52406322,127.0279059,서울특별시 강남구 논현로
뱀부하우스,강남구,한식,37.50704988,127.0366354,서울특별시 강남구 언주로107길
동해도일식,강남구,일식,37.49931375,127.0306515,서울특별시 강남구 테헤란로
엉터리생고기압구정점,강남구,한식,37.52500773,127.0267795,서울특별시 강남구 압구정로28길
장원,강남구,한식,37.50105728,127.0336424,서울특별시 강남구 테헤란로19길
청수복국,강남구,일식,37.51874796,127.0249493,서울특별시 강남구 도산대로
진대감,강남구,한식,37.50189663,127.0350044,서울특별시 강남구 테헤란로25길
화,강남구,일식,37.51794138,127.0213112,서울특별시 강남구 압구정로2길
대도식당,강남구,한식,37.48802205,127.1018548,서울특별시 강남구 밤고개로1길
(주)참배나무골역삼지점,강남구,한식,37.50127272,127.0363657,서울특별시 강남구 논현로
돈존,강남구,한식,37.50194699,127.0353075,서울특별시 강남구 테헤란로25길
가원,강남구,한식,37.48559952,127.0983329,서울특별시 강남구 광평로
한상차림,강남구,한식,37.50052507,127.0292045,서울특별시 강남구 강남대로94길
